communityName,state,population,householsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctWSocSec,pctWPubAsst,PctUsePubTrans,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctKidsBornNeverMar,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,LemasPctOfficDrugUn,ViolentCrimesPerPop,has_pp_access,PctFedEduFunding,PctStateEduFunding,PctLocalEduFunding
Simi Valley,CA,100217,3.13,15.35,28.8,13.85,4.87,12.91,3.85,0.46,3.56,3.42,13.34,21.12,4.11,75.05,22.16,17.3,9.59,30.02,3.39,81.88,77.77,89.95,84.23,60.4,70.66,1.82,0.011105900196573436,96.64,76.36,0.0,26.06,0.0,237.24,0,7.36,56.9,35.74
Simpsonville,SC,11708,2.78,13.63,28.19,11.61,6.59,15.93,3.76,0.16,4.04,8.09,21.56,21.51,3.64,74.76,35.31,17.36,19.96,27.84,3.16,79.63,78.06,91.8,81.54,75.05,77.18,1.6,0.022719508028698324,94.07,68.46,0.38,15.79,0.0,153.93,0,5.49,52.74,41.77
Sioux City,IA,80505,2.64,14.77,26.86,13.05,12.74,30.73,8.51,1.23,13.8,8.56,22.1,17.54,5.59,63.07,18.95,25.42,15.25,22.85,3.12,72.86,70.3,73.68,79.21,69.03,75.55,3.2,0.02098006335010248,94.75,67.03,5.92,34.99,6.720079498167816e-05,1538.83,1,6.27,57.54999999999999,36.18
Sioux Falls,SD,99405,2.53,13.7,29.2,13.92,10.29,23.84,4.79,0.56,8.61,7.94,16.75,22.72,3.0,71.01,12.88,25.6,12.99,25.28,3.03,76.25,75.91,85.01,80.91,79.56,82.97,1.7,0.01751420954680348,95.76,58.45,1.67,26.13,3.0078969870730852e-05,430.31,1,5.11,18.69,76.21
Slidell,LA,24124,2.9,15.47,24.75,11.96,9.45,24.04,4.49,0.67,10.08,6.88,19.36,23.65,5.46,60.49,12.53,24.35,7.99,33.68,3.22,78.86,76.23,87.83,77.38,56.86,66.77,2.01,0.03171115901177251,91.58,75.22,8.24,50.85,0.0,951.3,0,5.83,48.9175,45.25
Smithfield,RI,19163,3.12,20.81,31.28,21.25,11.18,28.58,4.09,1.18,4.34,6.92,19.22,25.24,4.82,63.0,17.98,31.3,10.79,30.55,3.14,85.52,83.15,95.85,87.4,59.11,70.78,0.62,0.009079997912644158,97.24,80.47,0.57,44.25,0.0,75.88,0,2.4,28.55,69.05
Smyrna,TN,13647,2.82,15.49,29.54,13.38,6.82,17.28,6.55,0.11,10.96,9.55,29.64,11.21,5.03,68.77,27.05,12.87,20.4,17.77,3.15,71.82,68.5,77.76,74.16,62.55,73.54,3.73,0.03487946068733055,91.04,55.85,1.47,30.04,0.0,292.0,0,3.4466666666666668,46.843333333333334,49.71
Snyder,TX,12195,2.77,15.69,26.13,12.74,12.43,28.36,6.72,0.28,18.61,15.22,36.01,10.85,7.89,54.69,6.07,24.61,14.56,20.13,3.24,80.31,74.99,80.37,75.9,52.36,59.71,1.9,0.06748667486674867,84.27,71.05,3.04,53.95,0.0,750.73,0,8.74,47.58,43.68
Solon,OH,18548,2.93,13.47,21.37,10.2,9.66,23.65,0.89,0.66,2.48,3.26,11.44,38.03,2.32,67.82,21.64,24.39,5.86,41.65,3.26,90.43,90.46,97.18,91.39,47.61,63.55,0.46,0.014017683847315074,96.06,85.79,0.0,26.15,0.0,58.37,0,0.95,11.86,87.19
Somers Point,NJ,11216,2.37,11.31,25.34,10.94,14.29,30.73,2.5,2.89,6.25,6.2,21.19,20.36,3.44,68.73,4.17,19.77,6.36,25.01,2.99,70.22,69.27,82.31,68.92,73.58,78.5,2.43,0.06472895863052781,86.68,55.33,0.55,47.11,0.0,207.79,0,2.73,35.49,61.77
Somerset,KY,10733,2.52,13.16,24.8,11.99,17.32,39.39,13.24,1.05,22.25,31.9,43.59,14.98,5.82,45.7,15.18,26.89,13.76,24.74,2.89,66.1,63.17,73.48,76.31,45.8,62.06,1.95,0.03503214385539924,91.88,57.22,0.53,46.01,0.0,566.36,0,4.510000000000001,33.46,62.029999999999994
Somerville,MA,76210,2.51,12.34,36.91,18.58,11.08,24.83,7.45,27.93,11.47,11.08,24.82,30.88,6.33,66.46,12.66,36.6,10.19,32.59,3.1,68.84,66.35,81.97,71.38,61.64,68.15,4.28,0.019249442330402836,95.38,31.0,3.07,37.22,5.826007085684294e-05,249.58,0,4.59,33.0025,62.4075
South Bend,IN,105511,2.5,12.74,26.16,12.31,14.98,32.66,8.37,3.63,14.37,9.19,28.02,18.46,7.82,59.05,21.79,26.73,18.0,25.35,3.08,63.04,58.94,70.5,67.11,67.17,73.5,6.06,0.033143463714683775,92.36,65.94,4.72,35.2,0.0001425443792590346,1093.15,0,5.94,50.88,43.18
South Burlington,VT,12809,2.47,13.1,28.19,13.42,9.63,20.66,1.14,0.29,3.62,2.98,8.97,39.12,2.46,70.38,11.79,30.37,7.26,40.15,2.93,76.75,77.83,95.6,72.75,62.87,75.13,1.38,0.020220157701616052,95.24,71.63,0.39,27.41,0.0,122.28,0,1.77,12.39,85.84
South Charleston,WV,13645,2.23,11.4,21.92,9.69,17.06,33.48,5.57,1.83,11.48,6.53,17.43,22.6,4.83,57.95,12.15,29.01,8.73,31.41,2.81,70.64,69.48,78.24,69.89,68.73,72.56,1.29,0.03766947599853426,92.26,67.16,1.95,44.94,0.0,208.13,0,7.87,54.45,37.68
South El Monte,CA,20850,4.37,19.55,36.85,19.42,5.09,17.9,15.23,4.9,21.19,39.05,63.37,3.54,11.49,57.83,41.01,10.95,38.36,9.0,4.48,71.97,61.45,77.11,73.67,48.95,53.29,9.59,0.004460431654676259,98.09,49.04,5.38,40.86,0.0,1531.26,0,12.14,63.59,24.27
South Gate,CA,86284,3.85,18.7,34.74,17.82,6.66,20.97,12.2,8.02,17.44,36.2,59.05,5.25,10.81,58.06,35.89,11.57,32.75,10.15,4.19,72.21,66.2,76.63,77.47,50.57,54.61,7.4,0.006003430531732418,97.74,48.53,1.16,17.57,0.0,1097.77,0,10.23,65.39,24.38
South Hadley,MA,16685,2.84,19.78,31.62,20.47,14.06,33.86,4.25,0.9,4.39,5.02,16.6,25.56,3.37,64.42,17.23,33.42,10.76,30.01,3.01,80.61,78.35,91.44,80.94,70.9,75.28,0.9,0.020916991309559485,94.4,71.65,1.15,51.58,0.0,203.29,0,3.65,41.45,54.89
South Houston,TX,14207,3.3,17.37,31.32,14.83,5.74,20.67,8.91,1.21,21.39,28.32,51.75,4.08,8.2,60.21,13.83,11.19,22.27,10.06,3.73,74.73,70.18,79.59,78.01,44.98,52.2,2.08,0.03617934820862955,89.33,56.51,4.47,59.34,0.0,306.54,0,8.07,42.98,48.95
South Jordan,UT,12220,4.32,21.23,28.04,12.06,3.71,13.46,3.16,1.27,3.21,1.7,9.1,22.85,3.21,70.81,14.63,22.76,11.33,29.15,4.5,93.07,91.5,97.66,94.24,49.8,62.54,0.44,0.004582651391162029,98.06,91.06,7.14,60.71,0.0,190.84,1,4.46,59.94,35.6
South Milwaukee,WI,20958,2.55,12.23,25.94,11.65,13.44,30.11,4.21,2.78,5.01,7.7,20.6,14.81,4.6,63.44,30.39,21.97,17.93,20.27,3.04,76.56,76.41,92.56,76.84,65.32,74.87,1.44,0.009876896650443745,97.54,61.14,0.48,44.44,0.0,122.74,0,3.27,51.45,45.28
South Pasadena,CA,23936,2.34,11.69,27.02,11.88,10.61,17.58,3.39,1.71,5.0,3.88,8.37,48.96,2.55,68.65,9.65,36.46,3.28,51.51,3.05,74.48,74.91,92.86,72.79,51.01,65.11,1.4,0.02034592245989305,95.46,44.4,2.05,23.61,0.0,348.5,0,2.29,57.73,39.98
South Plainfield,NJ,20489,3.06,12.87,24.68,11.73,11.57,25.67,2.51,2.88,2.79,7.28,19.05,18.65,4.53,68.59,20.33,19.32,11.37,26.71,3.31,85.9,82.41,96.64,89.13,65.59,69.89,0.94,0.005759187856898823,98.27,90.81,3.39,47.46,0.0,251.32,0,1.36,15.09,83.54
South Portland,ME,23163,2.49,13.2,27.45,13.1,14.12,30.19,5.98,2.42,7.15,4.16,14.54,21.44,4.22,66.26,9.88,24.07,11.58,26.17,2.95,73.72,69.34,84.47,68.98,71.73,77.2,1.41,0.01834822777705824,95.62,62.56,0.47,43.06,0.0,154.77,0,3.7,26.87,69.43
South River,NJ,13692,2.69,11.77,25.31,12.33,15.55,35.93,4.32,3.4,6.76,20.43,35.42,13.1,5.74,61.83,25.81,15.39,21.45,18.49,3.14,80.96,78.58,84.43,88.53,46.44,59.99,1.28,0.013511539585159217,96.49,71.28,3.24,43.24,0.0,272.83,0,2.82,27.96,69.21
South San Francisco,CA,280039,2.82,12.25,26.29,12.39,10.71,22.72,5.77,11.51,5.85,7.33,18.13,23.85,4.43,67.21,9.53,19.56,11.22,25.19,3.32,76.63,72.06,86.83,78.97,70.39,75.87,2.52,0.013001760469077521,96.47,60.14,1.32,19.36,0.0,377.37,0,5.26,23.39,71.35
Spanish Fork,UT,11272,3.46,18.12,29.7,13.6,8.67,29.12,4.31,0.9,7.55,3.16,14.94,12.98,6.41,61.83,28.98,19.27,24.08,16.6,3.89,86.82,86.46,90.14,87.12,51.77,61.97,0.44,0.00958126330731015,96.79,73.76,5.56,49.07,0.0,108.49,0,5.84,67.12,27.04
Sparks,NV,53367,2.6,13.4,27.25,12.9,8.57,19.56,3.2,2.77,7.21,5.04,17.7,16.01,4.64,72.75,8.86,18.02,12.9,22.26,3.06,72.94,71.08,86.68,76.66,75.63,81.43,1.87,0.020593250510615176,94.93,54.16,1.55,12.92,0.0,491.66,0,4.036666666666666,23.826666666666668,72.14333333333333
Sparta,NJ,15157,2.92,14.48,22.83,11.08,7.45,17.95,2.23,3.11,1.9,1.95,6.87,42.62,3.85,68.78,12.36,25.96,4.66,43.67,3.26,89.66,88.94,96.64,91.04,40.63,61.02,0.5,0.03279012997294979,91.27,86.37,0.8,50.1,0.0,51.57,0,3.05,30.05,66.9
Spartanburg,SC,43467,2.6,16.06,28.38,15.86,13.9,30.57,12.23,2.39,21.79,14.51,34.09,23.43,6.9,56.69,26.46,25.81,22.01,26.08,3.11,52.37,45.59,53.81,49.56,64.81,72.6,11.18,0.028481376676559228,93.1,48.22,5.33,37.88,0.0005560540179906596,3414.57,0,6.959999999999999,51.46,41.578
Spencer,IA,11066,2.41,13.55,24.23,10.99,14.15,30.81,7.78,0.48,9.87,6.32,14.7,16.09,1.83,66.26,15.31,23.63,18.25,23.05,2.99,78.72,80.01,90.23,84.83,74.76,80.31,0.81,0.020513283932767034,95.29,61.63,2.2,47.58,0.0,0.0,0,3.29,52.64,44.08
Spokane,WA,177196,2.36,13.38,26.71,13.31,14.25,30.25,10.99,4.41,17.34,5.74,16.79,21.03,8.12,55.06,10.77,28.88,12.42,26.95,2.94,63.8,62.52,72.11,67.01,57.16,65.71,3.0,0.026682317885279576,94.08,57.23,5.54,35.03,3.764193322648367e-05,795.08,1,5.256428571428572,68.8157142857143,25.929285714285715
Springdale,AR,29941,2.62,14.12,27.13,12.91,11.4,27.05,4.5,0.11,9.36,13.03,29.94,13.68,3.56,65.22,24.64,18.37,21.08,21.04,3.03,79.65,76.12,86.59,82.36,66.48,73.67,0.87,0.019237834407668415,95.2,63.89,1.04,30.38,0.0,178.31,0,4.74,52.78,42.48
Springfield,TN,11227,2.65,13.53,26.26,12.63,14.44,35.22,13.21,0.31,19.55,19.77,40.08,10.47,6.1,56.13,31.31,17.45,27.64,19.09,3.05,61.31,54.49,61.2,60.08,65.95,70.02,5.18,0.02556337400908524,93.66,56.85,4.18,44.25,0.0,1390.25,1,7.310666666666666,55.87733333333334,36.81133333333333
Springville,UT,13950,3.33,18.0,30.75,14.39,9.41,24.83,7.5,0.5,12.97,2.54,14.49,19.34,4.52,60.48,22.72,26.9,16.42,23.68,3.75,85.71,85.78,90.52,85.89,50.13,60.13,0.63,0.012186379928315413,96.1,68.34,1.18,40.59,0.0,254.39,0,6.33,62.26,31.4
Stamford,CT,108056,2.58,10.46,26.0,11.55,11.86,24.22,5.43,11.33,6.29,7.21,18.81,35.13,5.08,67.95,17.99,21.6,7.97,37.24,3.08,72.41,67.92,79.89,75.16,59.38,68.27,6.42,0.02159991115717776,94.73,57.87,1.37,27.98,4.0256903827644924e-05,500.94,1,3.3,9.11,87.59
Stanton,CA,30491,2.96,13.75,31.95,15.34,8.54,19.5,8.22,3.65,13.62,13.83,29.64,14.18,8.43,65.39,27.15,14.75,18.21,21.54,3.41,70.11,64.4,80.13,75.47,57.62,63.87,4.26,0.014725656751172477,95.83,50.05,0.89,20.27,0.0,997.03,0,9.28,53.44,37.28
Starkville,MS,18458,2.52,22.18,42.14,28.41,7.93,16.88,8.9,0.62,33.53,8.08,20.46,41.21,6.7,56.26,12.23,43.25,9.76,36.6,3.03,63.87,59.44,75.51,62.0,66.54,70.57,11.52,0.024054610467006177,94.29,43.07,13.51,38.06,0.0,709.29,0,14.7,51.95,33.35
Statesboro,GA,15854,3.02,36.31,50.47,40.59,10.08,26.79,8.27,0.23,33.06,13.55,30.65,26.7,7.5,49.33,14.49,35.46,13.04,27.9,3.02,59.08,52.73,68.74,60.72,73.6,77.73,7.96,0.03191623565030907,91.21,45.07,0.4,21.34,0.0,353.53,0,7.68,60.4,31.92
Staunton,VA,24461,2.59,13.34,25.4,13.06,15.22,33.18,7.4,0.18,11.66,13.6,28.58,17.78,3.58,56.01,16.43,30.16,17.44,24.32,2.86,70.86,63.29,71.62,73.15,62.25,74.67,2.94,0.023343281141408774,94.29,61.24,1.4,49.04,0.0,171.38,0,5.21,40.64,54.14
Stephenville,TX,13502,2.45,24.03,39.51,27.56,13.92,29.55,4.94,0.0,22.14,8.74,23.7,27.65,7.18,55.69,13.83,30.71,15.11,26.85,2.95,77.45,72.91,91.63,77.81,45.45,61.19,1.01,0.061102058954229,86.97,52.94,1.21,35.03,0.0,62.17,0,4.81,40.95,54.25
Sterling,CO,10362,2.4,15.23,26.13,13.2,15.01,32.16,7.1,0.4,16.91,9.71,22.38,13.15,4.52,60.0,7.83,27.05,16.94,17.79,2.99,73.18,73.72,82.43,74.24,59.14,68.06,1.85,0.045744064852345105,90.11,61.01,4.01,58.44,0.0,161.02,0,7.24,56.54,36.22
Steubenville,OH,22125,2.46,14.02,24.0,13.29,19.62,42.36,19.01,1.01,24.28,12.58,30.84,13.29,11.56,40.92,21.38,32.49,16.99,25.0,2.94,61.83,60.18,68.98,64.79,44.85,50.94,4.89,0.04596610169491525,89.83,59.1,9.83,65.88,0.0,1911.64,0,7.81,42.46,49.73
Stevens Point,WI,23006,2.79,25.97,45.62,33.52,11.04,30.43,7.35,0.56,21.61,11.51,20.01,23.91,5.96,56.4,12.49,31.46,15.09,25.16,2.97,73.08,74.2,79.08,72.98,66.73,70.83,1.76,0.01660436407893593,95.57,51.58,0.79,23.3,0.0,242.54,0,3.9,47.88,48.22
Stillwater,OK,36676,2.59,29.79,51.91,38.55,7.04,15.61,2.98,0.24,26.41,4.35,10.45,44.3,6.22,56.42,10.06,42.2,8.7,34.67,2.9,77.3,76.24,85.43,81.34,61.65,72.28,1.63,0.04359799323808485,89.86,39.71,0.94,45.09,0.0,267.59,0,4.32,47.295,48.385000000000005
Stockton,CA,210943,3.07,15.55,28.46,14.21,9.43,24.22,21.3,2.0,21.37,17.72,33.37,15.01,10.28,52.95,12.32,24.75,15.68,23.97,3.57,66.98,63.94,75.84,73.25,47.6,55.78,5.48,0.017687242525231933,94.86,48.48,4.77,19.46,3.721384449827679e-05,1564.23,1,10.476666666666667,63.395,26.131666666666664
Stoughton,MA,26777,2.85,13.21,27.0,13.11,11.96,27.73,5.09,5.98,4.78,7.57,17.46,22.6,5.81,66.67,18.56,21.92,14.48,27.38,3.29,82.62,79.22,93.37,80.21,64.27,71.62,1.25,0.013444373902976436,96.31,73.2,2.22,36.11,0.0,264.67,0,3.01,35.92,61.07
Stow,OH,27702,2.75,13.07,24.99,11.28,8.35,18.95,2.49,0.93,3.06,3.77,14.05,30.43,3.14,68.85,25.18,26.22,10.67,35.56,3.16,84.99,84.64,96.18,81.85,55.75,64.92,0.97,0.01357302721825139,96.41,72.2,0.27,43.88,0.0,98.95,0,4.37,35.39,60.24
Strongsville,OH,35308,2.87,14.25,23.88,11.21,7.39,18.87,1.77,2.9,2.3,2.44,10.46,30.22,3.59,70.84,21.26,23.15,9.04,35.96,3.25,89.99,89.26,95.83,92.84,55.86,66.02,0.79,0.023082587515577208,93.78,82.36,1.96,13.25,0.0,58.2,0,1.31,25.06,73.63
Stuart,FL,11936,2.1,8.35,18.79,8.7,29.71,51.07,5.94,0.0,11.5,8.27,22.5,16.82,4.98,46.42,8.42,24.6,10.03,24.0,2.62,62.8,56.58,82.46,65.09,60.96,78.18,4.3,0.11126005361930295,81.09,64.48,1.36,39.46,0.0,1095.46,0,4.69,18.69,76.62
Stuttgart,AR,10420,2.58,14.61,24.95,11.49,13.91,29.94,7.38,0.21,18.85,18.34,34.62,13.1,6.84,59.87,25.32,21.63,17.4,22.38,3.1,67.13,61.31,74.3,70.33,68.54,76.48,4.0,0.03483685220729366,91.76,66.08,4.41,43.53,0.0,578.26,0,11.56,55.3,33.14
Sudbury,MA,14358,3.02,13.71,21.58,11.12,6.02,15.34,2.5,2.12,1.53,1.24,4.03,63.25,2.65,72.4,23.19,32.01,4.11,57.01,3.26,90.35,90.08,97.27,84.02,58.11,66.93,0.49,0.0078701769048614,97.68,90.51,0.0,44.25,0.0,248.57,0,1.58,20.46,77.96
Suffolk,VA,52141,2.82,13.7,25.39,11.57,11.94,28.99,10.49,1.63,17.28,17.59,36.09,12.26,7.06,57.9,21.98,22.32,19.26,22.3,3.21,67.53,59.27,73.73,67.93,62.31,70.29,8.21,0.02867225408028231,92.53,67.75,9.83,47.22,0.0,919.33,0,8.11,38.3,53.582499999999996
Sugar Land,TX,24529,3.03,13.03,21.25,8.89,6.08,14.3,1.37,1.39,2.5,3.33,9.32,43.06,4.08,70.61,12.31,26.94,4.82,44.55,3.31,90.41,88.59,97.45,93.33,64.92,70.73,1.35,0.019527905744221127,94.42,83.05,0.21,21.29,0.0,216.2,0,3.0933333333333337,43.49,53.416666666666664
Suisun City,CA,22686,3.39,15.47,28.47,11.88,3.3,12.1,10.55,1.95,9.37,7.2,17.9,12.84,7.31,67.79,13.39,17.68,13.45,19.73,3.65,78.92,75.07,85.62,79.39,58.13,65.14,2.62,0.014810896588204179,95.22,65.58,13.1,14.58,0.0,385.5,0,4.55,67.24,28.21
Sulphur Springs,TX,14062,2.57,13.68,25.52,12.35,16.19,33.47,8.02,0.28,18.84,13.14,36.28,12.31,7.88,55.85,17.44,19.77,19.85,17.39,3.06,74.41,70.78,74.63,78.92,73.4,76.75,2.23,0.06464229839283174,85.74,62.13,1.21,49.39,0.0,1215.48,0,10.52,45.22,44.26
Summerville,SC,22519,2.78,13.68,29.77,13.52,7.7,19.08,5.11,0.18,9.83,5.7,16.7,25.54,4.22,67.32,15.27,24.27,13.39,29.23,3.16,77.21,75.01,81.77,76.71,61.53,67.8,2.84,0.03246147697499889,91.73,59.67,3.28,39.12,0.0,699.98,0,7.04,62.845,30.115000000000002
Sumter,SC,41943,3.29,14.17,33.31,15.39,9.5,25.99,12.39,0.62,20.71,10.29,22.13,20.58,5.4,64.5,19.14,24.45,17.58,25.0,3.27,68.18,63.09,78.77,66.8,55.8,63.05,6.65,0.02176763703120902,93.31,47.39,2.74,54.55,0.0,1462.29,0,12.09,57.04,30.87
Sun Prairie,WI,15333,2.74,13.82,27.52,12.14,8.57,21.35,3.28,0.24,3.13,5.76,16.07,20.89,2.75,74.66,18.31,20.21,15.89,25.41,3.17,77.92,78.09,86.21,80.93,76.75,82.13,1.94,0.00736972542881367,98.02,56.32,1.77,14.16,0.0,74.08,0,2.18,36.95,60.87
Sunnyside,WA,11238,3.27,17.7,30.17,14.66,10.21,29.12,16.5,0.19,27.93,32.85,52.91,10.17,14.88,51.7,11.81,22.9,19.35,17.48,3.72,65.29,61.17,71.52,66.73,61.63,62.9,5.41,0.012279765082754938,96.14,55.12,6.52,46.38,0.0,944.85,1,14.12,76.13,9.75
Sunnyvale,CA,117229,2.43,10.1,28.52,12.03,9.53,18.06,4.71,2.58,4.69,4.68,12.91,37.06,3.96,72.41,40.18,17.11,8.47,40.52,3.0,74.78,71.96,88.06,76.12,63.33,69.94,2.35,0.021266068976106594,95.09,48.9,0.24,9.39,2.9685487379402706e-05,249.62,0,4.239999999999999,27.203333333333333,68.55666666666667
Superior,WI,27134,2.47,14.51,26.47,13.78,15.12,35.36,12.76,1.77,17.1,8.04,22.68,15.93,9.73,54.86,10.52,29.31,15.07,21.55,2.98,64.68,64.84,71.73,65.8,57.44,67.47,2.57,0.02517137171076878,94.15,61.19,9.08,38.36,0.0,273.7,0,6.61,58.97,34.41
Swampscott,MA,13650,2.59,11.08,21.29,10.55,16.26,30.31,2.84,9.65,3.87,2.21,8.37,43.78,4.36,61.64,16.43,32.31,5.08,46.71,3.01,84.27,84.85,97.36,88.44,58.26,66.1,0.64,0.027545787545787546,93.35,74.39,1.06,39.89,0.0,96.85,0,2.0,16.56,81.43
Swansea,MA,15411,2.93,15.41,25.59,13.55,12.51,32.44,7.85,0.39,4.92,12.11,26.72,18.71,4.6,66.63,20.59,21.96,13.0,25.36,3.26,87.21,82.93,94.99,86.62,63.94,75.23,0.99,0.01421062877165661,96.0,87.8,8.68,55.71,0.0,197.0,0,2.6,39.97,57.42
Sweetwater,TX,11967,2.62,14.86,25.11,11.97,14.7,34.87,8.36,0.58,23.02,19.73,41.2,11.11,8.51,53.98,16.21,25.88,19.92,17.54,3.17,75.23,70.05,77.81,67.66,59.72,65.79,1.79,0.06024901813319963,86.35,66.37,4.85,55.2,0.0,934.12,0,9.17,50.39,40.44
Sylacauga,AL,12520,2.51,14.14,24.62,11.95,15.67,36.92,9.76,0.0,19.6,13.95,34.23,17.7,4.75,55.95,30.99,23.16,24.02,27.5,3.07,69.4,63.69,81.36,74.24,62.52,68.52,2.43,0.0353035143769968,91.85,62.41,2.49,54.98,0.0,759.91,0,10.33,68.08,21.59
Sylvania,OH,17301,2.74,13.96,23.08,10.97,10.2,21.46,2.78,1.06,3.65,2.76,8.31,37.73,4.44,67.24,18.1,33.27,7.82,42.43,3.19,85.15,85.37,93.09,86.33,62.93,70.62,1.26,0.020403444887578753,94.7,74.16,1.42,22.95,0.0,61.66,0,2.6,27.32,70.07
Syracuse,NY,163860,2.52,17.47,33.6,19.56,12.86,29.13,12.75,10.98,22.7,11.07,28.84,21.98,8.17,54.12,12.84,35.02,12.71,28.67,3.08,51.68,48.23,56.0,55.76,56.25,64.81,10.32,0.04001586720371048,90.83,41.06,4.36,28.21,4.6320029293299154e-05,852.74,1,7.366428571428571,51.94642857142857,40.68142857142857
Tacoma,WA,176664,2.53,13.46,27.65,13.44,11.9,26.76,11.39,3.88,16.79,6.74,20.74,15.78,7.19,57.25,15.96,24.71,15.58,23.03,3.08,64.05,60.73,72.93,66.92,54.7,64.39,3.78,0.029479690259475614,93.07,52.71,8.06,30.15,2.4509803921568626e-05,1849.26,1,8.474117647058824,62.23529411764706,29.28882352941176
Tahlequah,OK,10398,2.53,20.79,36.19,23.58,12.6,26.49,11.08,0.0,33.2,13.52,24.6,29.54,9.79,51.19,6.05,40.83,12.07,29.52,2.92,60.88,60.04,65.62,68.47,56.65,63.96,2.0,0.04500865551067513,89.78,49.48,2.14,30.34,0.0,278.92,0,13.955,68.83,17.215
Tallahassee,FL,124773,2.47,23.68,42.67,28.84,7.94,17.18,4.59,2.82,22.32,5.59,14.48,40.72,5.56,63.45,3.6,33.42,6.23,37.49,2.93,61.16,57.44,70.74,62.15,72.28,78.45,7.88,0.03830155562501503,91.35,45.17,2.24,16.91,5.289605924358635e-05,1981.45,1,6.29,55.55,38.17
Tallmadge,OH,14870,2.67,13.36,23.28,11.77,12.94,32.67,3.92,0.78,5.37,5.23,17.19,20.49,5.36,59.3,24.08,25.27,11.74,29.72,3.04,82.83,80.82,92.24,81.55,62.26,63.52,1.62,0.008809683927370545,97.7,76.8,0.76,38.93,0.0,208.02,0,1.93,31.31,66.76
Tampa,FL,280015,2.44,13.0,27.51,13.44,13.15,28.72,9.46,3.3,19.44,11.47,29.37,18.7,6.54,60.13,9.91,23.42,13.4,25.73,3.01,58.62,51.4,63.27,60.73,63.78,70.03,7.25,0.053143581593843185,88.52,55.46,5.31,31.03,1.778476153063229e-05,3235.45,1,9.34,55.4,35.26
Tarboro,NC,11037,2.6,13.24,23.46,10.88,14.05,28.94,8.95,0.0,13.39,15.56,35.31,15.8,4.44,60.47,30.18,21.14,23.88,24.14,3.05,63.34,59.74,74.38,74.62,78.42,81.54,10.64,0.025278608317477577,93.83,61.05,1.08,46.59,0.0,1264.79,0,12.16,65.15,22.69
Tarpon Springs,FL,17906,2.42,11.58,20.95,10.0,21.35,42.4,5.31,0.67,10.82,8.74,25.82,15.15,6.91,48.87,9.35,22.66,9.51,25.66,2.86,71.49,66.37,76.15,76.61,58.05,65.91,2.55,0.09594549313079415,81.15,71.49,0.47,31.61,0.0,985.82,0,5.68,44.86,49.46
Taunton,MA,49832,2.64,12.83,27.96,12.91,12.63,28.04,10.1,1.92,8.33,18.52,33.25,12.08,8.8,63.12,24.97,22.82,21.76,20.7,3.12,72.47,70.0,78.69,74.56,65.47,74.29,3.88,0.028736554824209344,92.94,57.74,1.47,39.32,0.0,674.31,0,4.83,57.92,37.25
Taylor,MI,70811,2.85,15.39,29.94,14.71,7.33,20.72,11.19,0.69,11.92,9.06,31.8,6.76,8.88,59.98,28.38,14.27,23.73,14.34,3.21,68.46,66.0,76.21,73.52,48.12,56.84,3.36,0.012229738317493044,96.63,67.75,2.19,24.25,6.72211944471904e-05,736.96,0,6.325,68.995,24.685000000000002
Teaneck,NJ,37825,2.91,13.73,23.88,12.8,13.12,28.09,2.97,15.82,3.51,4.46,12.63,40.92,4.72,67.21,13.46,35.27,7.77,41.7,3.25,83.83,80.53,93.93,84.46,60.2,72.9,1.42,0.008830138797091871,97.5,79.45,0.9,43.71,0.0,255.74,0,1.46,11.85,86.68
Temecula,CA,27099,2.97,13.47,27.55,11.56,6.03,16.2,3.68,0.0,4.91,4.15,12.43,21.88,4.34,70.69,14.27,16.85,11.7,28.56,3.28,83.27,82.17,88.82,80.27,57.22,64.25,1.17,0.056422746226798035,85.66,63.59,0.26,12.69,0.0,542.11,0,2.63,54.31,43.06
Tempe,AZ,141865,2.55,18.97,38.87,22.84,5.96,13.56,3.47,1.48,13.61,3.32,10.08,36.75,5.19,69.9,15.88,25.91,9.01,34.6,3.08,73.62,72.11,82.8,76.96,59.79,69.44,2.69,0.04167342191520107,90.38,51.58,0.61,20.97,3.284813026468826e-05,556.4,0,2.9539999999999997,23.466,73.578
Temple,TX,46109,2.54,12.89,25.97,12.27,14.32,29.75,8.19,0.09,19.16,11.05,26.22,20.37,6.66,57.09,16.23,33.19,16.52,27.51,3.05,69.37,64.78,75.73,68.84,62.13,68.7,3.77,0.05562905289639767,87.62,52.91,1.6,32.9,0.0,1164.57,0,8.28,41.2,50.52
Temple City,CA,31100,2.81,14.02,25.54,12.49,13.07,25.51,5.24,2.93,5.56,6.25,16.88,21.91,4.6,62.0,14.86,22.57,10.55,29.15,3.23,77.0,74.43,85.17,79.64,59.71,66.44,1.8,0.01585209003215434,95.73,63.74,2.64,27.38,0.0,542.71,0,12.01,61.67,26.32
